marker,article,previous,current,next,link
"(Cao et al, 2007",P08-1113,"For example, the word happens to have a similar 2 score with Shapiro as the word  (fluency), which is totally unrelated to Shapiro but happened to have the same co-occurrence statistics in the (partially) parallel corpus.","Previous approaches to parenthetical translations relied on specialized algorithms to deal with transliterations (Cao et al, 2007; Jiang et al, 2007; Wu and Chang, 2007).",They convert Chinese words into their phonetic representations (Pinyin) and use the known transliterations in a bilingual dictionary to train a transliteration model.,http://www.aclweb.org/anthology/P/P08/P08-1113.pdf
"Jiang et al, 2007",P08-1113,"For example, the word happens to have a similar 2 score with Shapiro as the word  (fluency), which is totally unrelated to Shapiro but happened to have the same co-occurrence statistics in the (partially) parallel corpus.","Previous approaches to parenthetical translations relied on specialized algorithms to deal with transliterations (Cao et al, 2007; Jiang et al, 2007; Wu and Chang, 2007).",They convert Chinese words into their phonetic representations (Pinyin) and use the known transliterations in a bilingual dictionary to train a transliteration model.,http://www.aclweb.org/anthology/P/P08/P08-1113.pdf
"Wu and Chang, 2007)",P08-1113,"For example, the word happens to have a similar 2 score with Shapiro as the word  (fluency), which is totally unrelated to Shapiro but happened to have the same co-occurrence statistics in the (partially) parallel corpus.","Previous approaches to parenthetical translations relied on specialized algorithms to deal with transliterations (Cao et al, 2007; Jiang et al, 2007; Wu and Chang, 2007).",They convert Chinese words into their phonetic representations (Pinyin) and use the known transliterations in a bilingual dictionary to train a transliteration model.,http://www.aclweb.org/anthology/P/P08/P08-1113.pdf
(2007),P08-1113,5.2 Evaluation with term translation requests,"To evaluate the coverage of output produced by their method, Cao et al (2007) extracted English queries from the query log of a Chinese search engine.",They assume that the reason why users typed the English queries in a Chinese search box is mostly to find out their Chinese translations.,http://www.aclweb.org/anthology/P/P08/P08-1113.pdf
"(Cao et al., 2007)",P08-1113,We use * to mark incorrect translations.,"When compared with the sample queries in (Cao et al., 2007), the queries in our sample seem to contain more phrasal words and technical terminology.","It is interesting to see that even though parenthetical translations tend to be out-of-vocabulary words, as we have remarked in the introduction, the sheer size of the web means that occasionally translations of common words such as 'use' are sometimes included as well.",http://www.aclweb.org/anthology/P/P08/P08-1113.pdf
"(Koehn et al, 2003",P08-1113,The extracted translations may serve as training data for statistical machine translation systems.,"To evaluate their effectiveness for this purpose, we trained a baseline phrase-based SMT system (Koehn et al, 2003; Brants et al, 2007) with the FBIS Chinese-English parallel text (NIST, 2003).",We then added the extracted translation pairs as additional parallel training corpus.,http://www.aclweb.org/anthology/P/P08/P08-1113.pdf
"Brants et al, 2007)",P08-1113,The extracted translations may serve as training data for statistical machine translation systems.,"To evaluate their effectiveness for this purpose, we trained a baseline phrase-based SMT system (Koehn et al, 2003; Brants et al, 2007) with the FBIS Chinese-English parallel text (NIST, 2003).",We then added the extracted translation pairs as additional parallel training corpus.,http://www.aclweb.org/anthology/P/P08/P08-1113.pdf
"(NIST, 2003)",P08-1113,The extracted translations may serve as training data for statistical machine translation systems.,"To evaluate their effectiveness for this purpose, we trained a baseline phrase-based SMT system (Koehn et al, 2003; Brants et al, 2007) with the FBIS Chinese-English parallel text (NIST, 2003).",We then added the extracted translation pairs as additional parallel training corpus.,http://www.aclweb.org/anthology/P/P08/P08-1113.pdf
(2001),P08-1113,6 Related Work,Nagata et al (2001) made the first proposal to mine translations from the web.,"Their work was concentrated on terminologies, and assumed the English terms were given as input.",http://www.aclweb.org/anthology/P/P08/P08-1113.pdf
(2007),P08-1113,"Their work was concentrated on terminologies, and assumed the English terms were given as input.","Wu and Chang (2007), Kwok et al (2005) also employed search engines and assumed the English term given as input, but their focus was on name transliteration.",It is difficult to build a truly large-scale translation lexicon this way because the English terms themselves may be hard to come by.,http://www.aclweb.org/anthology/P/P08/P08-1113.pdf
(2005),P08-1113,"Their work was concentrated on terminologies, and assumed the English terms were given as input.","Wu and Chang (2007), Kwok et al (2005) also employed search engines and assumed the English term given as input, but their focus was on name transliteration.",It is difficult to build a truly large-scale translation lexicon this way because the English terms themselves may be hard to come by.,http://www.aclweb.org/anthology/P/P08/P08-1113.pdf
(2007),P08-1113,It is difficult to build a truly large-scale translation lexicon this way because the English terms themselves may be hard to come by.,"Cao et al (2007), like us, used a 300GB collection of web documents as input.",They used supervised learning to build models that deal with phonetic transliterations and semantic translations separately.,http://www.aclweb.org/anthology/P/P08/P08-1113.pdf
"(Cao et al., 2007)",P08-1113,Our work relies on unsupervised learning and does not make a distinction between translations and transliterations.,"Furthermore, we are able to extract two orders of magnitude more translations from than (Cao et al., 2007).",7 Conclusion,http://www.aclweb.org/anthology/P/P08/P08-1113.pdf
"Traum and Hinkelmau, 1992]",W93-0235,The cmly difference between speech acts and rhetorical relations is that the latter are explicitly concerned with the linkage of separate segments of language.,"[Traum and Hinkelmau, 1992] presents a multistratal theory of Conversation Acts,",This material is based upon work supported in part by the NSF under research grant no.,http://www.aclweb.org/anthology/W/W93/W93-0235.pdf
"Bratman, 1990]",W93-0235,Intentions are commitments towards a course of action.,"[Bratman, 1990] discusses three roles that intention plays in deliberative behavior: serving as a motivation for planning, a ""filter of admissibility"" on plans and further intentions, and a controller of conduct, motivating execution monitoring and repair and replanning when necessary.","Rhetorical relations are thus actions in the world distinguished by conditions on their occurrence and effects, which will generally be changes to the conversational state and the beliefs of the conversants.",http://www.aclweb.org/anthology/W/W93/W93-0235.pdf
"Austin, 1962]",W93-0235,"As with other actions, relations can be performed intentionally or incidentally.","Of intentional actions, it is also possible to draw the distinction made in speech act theory between illocutionary acts, those in which part of the intended effect includes an awareness on the part of the hearer of this intention, and perlocutionary acts, in which it is only the effect that matters and not recognition of the intention [Austin, 1962].","For non-illocutionary acts, the intention of the speaker is not relevant - these actions can be produced as side-effects of the speaker's intention, so that a determination of the intention is not necessary to determining whether the act was performed.",http://www.aclweb.org/anthology/W/W93/W93-0235.pdf
"Mann and Thompson, 1987]",W93-0235,"For non-illocutionary acts, the intention of the speaker is not relevant - these actions can be produced as side-effects of the speaker's intention, so that a determination of the intention is not necessary to determining whether the act was performed.","For example, the evidence relation of [Mann and Thompson, 1987] may hold between two text spans even if the speaker did not intend such a relation, all that is required is that the hearer's belief in the nucleus is increased though the understanding of the satellite.","For an illocutionary act, on the other hand, the recognition of communicative intention is crucial to understanding.",http://www.aclweb.org/anthology/W/W93/W93-0235.pdf
