marker,article,previous,current,next,link
"(Misra and Walker, 2013)",W14-2715,The annotations for stance were gathered using Amazon's Mechanical Turk service with an interface that allowed annotators to see complete discussions.,"Quotes provide additional context that were used by human annotators in a separate task for annotating agreement and disagreement (Misra and Walker, 2013).",Responses can be labeled as either PRO or CON toward the topic.,http://www.aclweb.org/anthology/W/W14/W14-2715.pdf
"(Bach et al., 2013)",W14-2715,"Here, we develop a collective classification approach for stance prediction which leverages the sentiment conveyed in a post through its language, and the reply links consisting of agreements or rebuttals between posts in a discussion.","We implement our approach using Probabilistic Soft Logic (PSL) (Bach et al., 2013), a recently introduced tool for collective inference in relational data.","We evaluate our model on data from the 4FORUMS online debate site (Walker et al., 2012b).",http://www.aclweb.org/anthology/W/W14/W14-2715.pdf
[0],W14-2715,"Like other statistical relational learning methods, dependencies in the domain are captured by constructing rules with weights that can be learned from data.","But unlike other statistical relational learning methods, PSL relaxes boolean truth values for atoms in the domain to soft truth values in the interval [0,1].","In this setting, finding the mostprobable explanation (MPE), a joint assignment of truth values to all random variable ground atoms, can be done efficiently.",http://www.aclweb.org/anthology/W/W14/W14-2715.pdf
[0],W14-2715,"For disagreement/agreement annotations in the interval [-5, 5], we consider values [-5,0] as evidence for the disagreesAuth relation and values [1, 5] as evidence for the agreesAuth relation.","We discard observations with annotations in the interval [0,1] because it indicates a very weak signal of agreement, which is already rare on debate sites.",We populate disagreesPost and agreesPost in the same way as described above.,http://www.aclweb.org/anthology/W/W14/W14-2715.pdf
"(Somasundaran and Wiebe, 2009)",W14-2715,We predict that this difference makes it more difficult to achieve accuracies as high for 4FORUMS discussions as can be achieved for the congressional debates corpus.,"Work by (Somasundaran and Wiebe, 2009) on idealogical debates very similar to our own show that identifying argumentation structure improves performance; their best performance is approximately 64% accuracy over all topics.","Research by (Thomas et al., 2006; Bansal et al., 2008; Yessenalina et al., 2010; Balahur et al., 2009) classifies the speaker's stance in a corpus of congressional floor debates.",http://www.aclweb.org/anthology/W/W14/W14-2715.pdf
"(Bach et al., 2013)",W14-2715,We identify both linguistic features of the posts and features that capture the underlying relationships between posts and users.,"We use probabilistic soft logic (PSL) (Bach et al., 2013) to model post stance by leveraging both these local linguistic features as well as the observed network structure of the posts to reason over the dataset.","We evaluate our approach on 4FORUMS (Walker et al., 2012b), a collection of discussions from an online debate site on issues ranging from gun control to gay marriage.",http://www.aclweb.org/anthology/W/W14/W14-2715.pdf
"(Mohammad and Pedersen, 2004)",W04-0839,"We believe this is due to the low training data per task ratio, which usually means that the weak indicators (P and P ) are likely to be overwhelmed by idiosyncrasies of the data.","(Mohammad and Pedersen, 2004) show results to the same conclusions for SENSEVAL-1 and SENSEVAL-2 data that have similar low training data per task, while, the line, hard, serve and interest data which have much larger training data per task are shown to benefit from a larger context.",Duluth-ELSS (a sister system of SyntaLex) achieves an accuracy of 61.7%.,http://www.aclweb.org/anthology/W/W04/W04-0839.pdf
"(Collins, 2001a",P06-2052,2.2 Algorithm to calculate similarity,"Collins et al (Collins, 2001a; Collins, 2001b) proposed an efficient method to calculate Tree Kernel by using C(n1, n2) as follows."," If the productions at n1 and n2 are different C(n1, n2) = 0  If the productions at n1 and n2 are the same, and n1 and n2 are pre-terminals, then C(n1, n2) = 1  Else if the productions at n1 and n2 are the same and n1 and n2 are not pre-terminals,",http://www.aclweb.org/anthology/P/P06/P06-2052.pdf
"(Sagae and Tsujii, 2008",S14-2080,"We explore two kinds of basic models: One is transition-based, and the other is tree approximation.","Transition-based models are widely used for dependency tree parsing, and they can be adapted to graph parsing (Sagae and Tsujii, 2008; Titov et al., 2009).","Here we implement 5 transitionbased models for dependency graph parsing, each of which is based on different transition system.",http://www.aclweb.org/anthology/S/S14/S14-2080.pdf
"(Sagae, 2007)",S14-2080,3.3 Sentence Reversal,"Reversing the order the words of a given sentence is a simple way to yield heterogeneous parsing models, thus improving parsing accuracy of the model ensemble (Sagae, 2007).","In our experiments, one transition system produces two models, one trained on the normal corpus, and the other on the corpus of reversed sentences.",http://www.aclweb.org/anthology/S/S14/S14-2080.pdf
"(Fowler and Penn, 2010",S14-2080,"In our work, we use a practical idea to indirectly profile the graph-based parsing techniques for dependency graph parsing.","Inspired by the PCFG approximation idea (Fowler and Penn, 2010; Zhang and Krieger, 2011) for deep parsing, we study tree approximation approaches for graph spanning.",This tree approximation technique can be applied to both transition-based and graph-based parsers.,http://www.aclweb.org/anthology/S/S14/S14-2080.pdf
[2],S14-2080,"We have 19 heterogeneous basic models (10 transition-based models, 9 tree approximation models), and use a simple voter to combine their outputs.",noun ARG1 verb ARG1 verb ARG2 Mrs Ward was relieved root noun ARG1-R root verb ARG2 verb ARG1 adj ARG1;[2]verb ARG1 verb ARG2 Mrs Ward was relieved root noun ARG1-R,462,http://www.aclweb.org/anthology/S/S14/S14-2080.pdf
"(1985, 1986)",J88-3004,We have left the automatic creation of this taxonomy from advisor experiences to future research.,"Initial work in recognizing and indexing abstract configurations of planning relations is discussed in Dolan and Dyer (1985, 1986).",9.3 OTHER CLASSES OF MISCONCEPTIONS,http://www.aclweb.org/anthology/J/J88/J88-3004.pdf
"(Christiansen et al., 1998",Q14-1008,"tion of its effectiveness in adult speech processing (Cutler et al., 1986).","Several studies have investigated the role of stress in word segmentation using computational models, using both neural network and ""algebraic"" (as opposed to ""statistical"") approaches (Christiansen et al., 1998; Yang, 2004; Lignos and Yang, 2010; Lignos, 2011; Lignos, 2012).","Bayesian models of word segmentation (Brent, 1999; Goldwater, 2007), however, have until recently completely ignored stress.",http://www.aclweb.org/anthology/Q/Q14/Q14-1008.pdf
"(Brent, 1999",Q14-1008,"Several studies have investigated the role of stress in word segmentation using computational models, using both neural network and ""algebraic"" (as opposed to ""statistical"") approaches (Christiansen et al., 1998; Yang, 2004; Lignos and Yang, 2010; Lignos, 2011; Lignos, 2012).","Bayesian models of word segmentation (Brent, 1999; Goldwater, 2007), however, have until recently completely ignored stress.","The sole exception in this respect is Doyle and Levy (2013) who added stress cues to the Bigram model (Goldwater et al., 2009), demonstrating that this leads to an improvement in segmentation performance.",http://www.aclweb.org/anthology/Q/Q14/Q14-1008.pdf
"(Jusczyk et al., 1999a)",Q14-1008,"Overall, we find that stress cues add roughly 6% token f-score to a model that does not account for phonotactics and 4% to a model that already incorporates phonotactics.","Relatedly and in line with the finding that stress cues are used by infants before phonotactic cues (Jusczyk et al., 1999a), we observe that phonotactic cues require more input than stress cues to be used efficiently.",A closer look at the knowledge acquired by our models shows that the Unique Stress Constraint of Yang (2004) can be acquired jointly with segmenting the input instead,http://www.aclweb.org/anthology/Q/Q14/Q14-1008.pdf
